title,label,label_score,preprocessed_text,vectorized_text,is_exclamation,is_question,is_multiple_exclamation
Penataan Pantai Pangandaran Merujuk Standar Indikator GSTC,non-clickbait,0,penataan pantai pangandaran merujuk standar indikator gstc,"[3, 14813, 3289, 25781, 4923, 4236, 14535, 20772, 26505, 1]",0,0,0
"Gempa Tuban 6 SR, Terasa di Yogyakarta hingga Denpasar",non-clickbait,0,gempa tuban sr yogyakarta denpasar,"[3, 6011, 16734, 6656, 4203, 12406, 1]",0,0,0
Kementerian dan Lembaga yang Dipimpin TNI-Polri Berkinerja Baik,non-clickbait,0,kementerian lembaga dipimpin tni polri berkinerja,"[3, 4990, 3409, 3650, 4368, 9590, 1833, 5393, 1767, 1]",0,0,0
"Serahkan Formulir Balon Wali Kota, Sekda Tangsel Tak Izin Airin",non-clickbait,0,serahkan formulir balon wali kota sekda tangsel izin airin,"[3, 27780, 1507, 30717, 16058, 4666, 1750, 1663, 3691, 1815, 6669, 6578, 2054, 1498, 1]",0,0,0
Uang Muka KPR dan Kredit Motor Makin Murah Mulai Desember,non-clickbait,0,uang muka kpr kredit motor murah desember,"[3, 3714, 8809, 7806, 1008, 9549, 4818, 8665, 2721, 1]",0,0,0
"Selang 25 Menit, Dua Gempa Bumi Dahsyat Landa Laut Jawa",non-clickbait,0,selang menit gempa bumi dahsyat landa laut jawa,"[3, 12497, 4545, 6011, 2696, 16031, 4450, 1007, 2291, 2326, 1]",0,0,0
"WEGE Targetkan Kenaikan Laba Bersih 19,92% Tahun 2019",non-clickbait,0,wege targetkan kenaikan laba bersih,"[3, 4852, 2799, 6885, 1507, 9428, 2338, 7585, 1]",0,0,0
"BI Catat Rupiah Menguat 2,3% Sepanjang Tahun 2019",non-clickbait,0,bi catat rupiah menguat,"[3, 1728, 3105, 1494, 12164, 25804, 1]",0,0,0
Industri Asuransi Optimistis Kembangkan Pasar dengan JKN,non-clickbait,0,industri asuransi optimistis kembangkan pasar jkn,"[3, 3049, 10511, 26755, 2749, 10952, 1507, 3374, 27074, 1010, 1]",0,0,0
KTM Akhiri Karier Zarco Lebih Cepat,non-clickbait,0,ktm karier zarco cepat,"[3, 24869, 1017, 3149, 21392, 3692, 3661, 1]",0,0,0
"Jadwal MotoGP Aragon 2019 Resmi Diubah, Ini Alasannya",clickbait,1,jadwal motogp aragon resmi diubah alasannya,"[3, 7964, 19926, 14146, 2771, 5457, 18155, 1]",0,0,0
Lippo St Moritz Gencarkan Program Ramah Lingkungan,non-clickbait,0,lippo st moritz gencarkan program ramah lingkungan,"[3, 27617, 1765, 15201, 11343, 27643, 1507, 2607, 11040, 3417, 1]",0,0,0
Mahasiswa Asal Kalimantan Curhat Soal Kabut Asap,clickbait,1,mahasiswa kalimantan curhat kabut asap,"[3, 4124, 4138, 4536, 8923, 15934, 11353, 1]",0,0,0
"Kandidat Tuan Rumah Piala Dunia U-20, Delegasi FIFA Inspeksi Stadion Manahan Solo",non-clickbait,0,kandidat tuan rumah piala dunia u delegasi fifa inspeksi stadion manahan solo,"[3, 8489, 4986, 2177, 3405, 1935, 60, 10422, 6212, 22391, 4102, 2369, 1900, 5147, 1]",0,0,0
"Percaya Diri Maju Jadi Wali Kota, Tukang Galon Daftar Bawa Gerobak",clickbait,1,percaya maju wali kota tukang galon daftar bawa gerobak,"[3, 4823, 5469, 4666, 1750, 9065, 3631, 1513, 3217, 17289, 25073, 1]",0,0,0
"Buka Keran Impor Gula Industri, Darmin Menunggu Izin Kemendag",non-clickbait,0,buka keran impor gula industri darmin menunggu izin kemendag,"[3, 16517, 16370, 1010, 11122, 6751, 3049, 20711, 1498, 7916, 6578, 24909, 1569, 1]",0,0,0
Begini Cara Adipati Dolken Dalami Peran sebagai Kasino,clickbait,1,adipati dolken dalami peran kasino,"[3, 4802, 5299, 11182, 1570, 1012, 3064, 17447, 1]",0,0,0
Sri Mulyani Ingin Eselon III Jadi Pembentuk Karakter Generasi Muda Kemenkeu,non-clickbait,0,sri mulyani eselon iii pembentuk karakter generasi muda kemenkeu,"[3, 4351, 24886, 2053, 29311, 3707, 20606, 3250, 4591, 2544, 3168, 4458, 1005, 1]",0,0,0
Ditemukan Cacat Keamanan WhatsApp di iPhone,non-clickbait,0,ditemukan cacat keamanan whatsapp iphone,"[3, 2751, 12463, 4275, 12462, 1846, 29861, 16837, 1]",0,0,0
"RI Ancam Veronica Koman dengan Red Notice Interpol, Ini Respons Australia",clickbait,1,ri ancam veronica koman red notice interpol respons australia,"[3, 2602, 5691, 1497, 4176, 20875, 17930, 1010, 4527, 5630, 3492, 2085, 11832, 15597, 3421, 1]",0,0,0
Neville Komentari Evolusi Manchester United,non-clickbait,0,neville komentari evolusi manchester united,"[3, 27926, 10895, 1012, 8006, 7937, 5094, 1]",0,0,0
"Indro Warkop Terkejut dengan Akting Adipati Dolken, Aliando dan Randy",non-clickbait,0,indro warkop terkejut akting adipati dolken aliando randy,"[3, 26606, 28187, 11966, 8196, 4802, 5299, 11182, 7878, 1752, 18823, 1]",0,0,0
Susunan Pemain Napoli vs Liverpool,non-clickbait,0,susunan pemain napoli vs liverpool,"[3, 8067, 2627, 13389, 13836, 10592, 1]",0,0,0
Ledakan Hebat di Australia Hancurkan 100 Kontainer Air Mani Sapi,non-clickbait,0,ledakan hebat australia hancurkan kontainer air mani sapi,"[3, 8839, 8893, 3421, 7654, 1507, 27687, 2054, 22839, 6196, 1]",0,0,0
Sri Mulyani Ingin BPPK Dorong Kemenkeu Jadi Knowledge Institution,non-clickbait,0,sri mulyani bppk dorong kemenkeu knowledge institution,"[3, 4351, 24886, 2053, 6500, 1029, 1028, 21994, 3168, 4458, 1005, 29542, 5932, 7935, 1]",0,0,0
Kenaikan Cukai Tembakau 23% Dinilai Upaya Mematikan Petani dan Pekerja,non-clickbait,0,kenaikan cukai tembakau dinilai upaya mematikan petani pekerja,"[3, 9428, 16957, 11729, 9074, 4152, 11718, 4493, 5192, 1]",0,0,0
Gol di Injury Time selamatkan Inter Milan dari kekalahan ,non-clickbait,0,gol injury time selamatkan inter milan kekalahan,"[3, 3130, 4871, 8581, 6900, 6264, 1507, 2085, 7885, 6702, 1]",0,0,0
Trump: Kesepakatan Perdagangan China Bisa Tercapai saat Pilpres AS,non-clickbait,0,trump kesepakatan perdagangan china tercapai pilpres as,"[3, 12812, 6914, 3990, 5331, 15999, 4248, 9182, 1635, 1]",0,0,0
"Ingin Sama Persis dengan Indro Warkop, Randy Rela Lakukan Ini",clickbait,1,persis indro warkop randy rela lakukan,"[3, 10956, 26606, 28187, 18823, 16078, 9008, 1]",0,0,0
Jaksa Minta Dua Pastor Vatikan Diadili Terkait Skandal Seks,non-clickbait,0,jaksa pastor vatikan diadili terkait skandal seks,"[3, 11501, 8861, 11253, 18031, 4144, 13412, 8546, 1]",0,0,0
Klasemen Lengkap Liga Champions ,non-clickbait,0,klasemen lengkap liga champions,"[3, 12523, 5036, 3297, 6010, 1]",0,0,0
Pegawai KPK Diikat Ketentuan ASN dan Kode Etik,non-clickbait,0,pegawai kpk diikat ketentuan asn kode etik,"[3, 6391, 15233, 15492, 8514, 30341, 4305, 21058, 1]",0,0,0
"Race Yes, Racism No",clickbait,1,race yes racism no,"[3, 17228, 3857, 7202, 7172, 2845, 1]",0,0,0
4 Kabupaten di Sumatera Utara Dilanda Kabut Asap Kiriman,non-clickbait,0,kabupaten sumatera utara dilanda kabut asap kiriman,"[3, 2198, 10765, 2207, 18212, 15934, 11353, 29422, 1]",0,0,0
Juergen Klopp Merasa Liverpool Tak Pantas Dihukum Penalti,non-clickbait,0,juergen klopp liverpool dihukum penalti,"[3, 1595, 17589, 1489, 2151, 28445, 10592, 9482, 11863, 1]",0,0,0
Rumah Anggota DPRD Kabupaten Pasuruan Diteror Bom Bondet,non-clickbait,0,rumah anggota dprd kabupaten pasuruan diteror bom bondet,"[3, 2177, 2113, 6081, 2198, 16494, 2050, 1528, 6223, 9119, 1583, 1]",0,0,0
"Berpotensi Boros Anggaran, Jumlah 12 Wamen Dinilai Terlalu Gemuk",non-clickbait,0,berpotensi boros anggaran wamen dinilai gemuk,"[3, 13329, 28965, 7104, 25833, 1489, 9074, 21422, 1]",0,0,0
MN KAHMI: Hanya R.Saddam Al Jihad Ketua Umum PB HMI yang Sah,non-clickbait,0,mn kahmi r saddam al jihad ketua pb hmi sah,"[3, 9842, 8884, 1896, 57, 26844, 1630, 19428, 3162, 11730, 31654, 3256, 1]",0,0,0
Kegagalan Penalti Reus Warnai Hasil Imbang Dortmund-Barcelona,non-clickbait,0,kegagalan penalti reus warnai hasil imbang dortmund barcelona,"[3, 7891, 11863, 2072, 1521, 3513, 1012, 2577, 12481, 25694, 9652, 1]",0,0,0
"Line Up MotoGP 2020: Zarco Masih Abu-abu, Pembalap Malaysia Turun Kelas",non-clickbait,0,line up motogp zarco abu abu pembalap malaysia turun kelas,"[3, 7323, 2518, 19926, 21392, 3692, 4302, 4302, 6383, 3678, 4555, 1878, 1]",0,0,0
"Dihadapan Kongres AS, Bos Facebook Bersikeras Libra Aman",non-clickbait,0,dihadapan kongres as bos facebook bersikeras libra aman,"[3, 29307, 5562, 1635, 4847, 10518, 16185, 15221, 1007, 5280, 1]",0,0,0
LG #SerahkanTurboWash3D Gemakan Kebebasan Bereksplorasi,non-clickbait,0,lg serahkanturbowashd gemakan kebebasan bereksplorasi,"[3, 24761, 27780, 1507, 1862, 18425, 3389, 1006, 28166, 1507, 6555, 16853, 10949, 1]",0,0,0
"Tanpa Ronaldo, Ini Susunan Pemain Lecce vs Juventus",clickbait,1,ronaldo susunan pemain lecce vs juventus,"[3, 25154, 8067, 2627, 16865, 3875, 13836, 13392, 1]",0,0,0
Morowali Komitmen Cegah Korupsi di Pemerintahan,non-clickbait,0,morowali komitmen cegah korupsi pemerintahan,"[3, 24889, 4443, 1012, 12155, 12370, 1515, 1015, 8535, 2461, 1]",0,0,0
"Protes Morales, Warga Pukul Panci dan Wajan di Jendela Rumah",non-clickbait,0,protes morales warga panci wajan jendela rumah,"[3, 5295, 31885, 3167, 24996, 26638, 1487, 9527, 2177, 1]",0,0,0
Kartu Merah Nodai Kemenangan Manchester City atas Aston Villa,non-clickbait,0,kartu merah nodai kemenangan manchester city aston villa,"[3, 6178, 3410, 24196, 1012, 4129, 7937, 4285, 22295, 10079, 1]",0,0,0
"Tambah Wawasan Warga, Satgas TMMD Gelar Penyuluhan Pertanian",non-clickbait,0,wawasan warga satgas tmmd gelar penyuluhan pertanian,"[3, 16910, 3167, 28138, 14845, 1017, 1006, 2839, 25720, 3606, 1]",0,0,0
Menteri BUMN Erick Thohir Siapkan Kandidat Pengganti Dirut Mandiri dan Inalum,non-clickbait,0,menteri bumn erick thohir siapkan kandidat pengganti dirut mandiri inalum,"[3, 2788, 15637, 30860, 30348, 1790, 4277, 1507, 8489, 6513, 1847, 1565, 7624, 22454, 4770, 1]",0,0,0
Nasi Pindang Pincuk Cocok untuk Pecinta Jeroan,non-clickbait,0,nasi pindang pincuk cocok pecinta jeroan,"[3, 6014, 23044, 1491, 3246, 5249, 1028, 7138, 16664, 2276, 13820, 1]",0,0,0
Tarif Tol Jakarta-Tangerang Dipastikan Naik Per 2 November 2019,non-clickbait,0,tarif tol jakarta tangerang november,"[3, 11644, 5213, 2647, 8690, 2867, 1]",0,0,0
PTRI Jenewa Sayangkan Pembelaan 5 Pakar HAM PBB pada Veronica Koman,non-clickbait,0,ptri jenewa sayangkan pembelaan pakar ham pbb veronica koman,"[3, 3521, 1730, 14674, 6463, 1507, 24295, 8178, 3619, 6483, 4176, 20875, 17930, 1010, 1]",0,0,0
"Terekam CCTV, Polisi Buru Pelaku Pencurian Celana Dalam di Belawan",non-clickbait,0,terekam cctv polisi buru pelaku pencurian celana belawan,"[3, 26911, 18362, 28206, 4476, 14989, 8652, 18576, 15038, 8632, 2428, 1]",0,0,0
Susunan Pemain Manchester City vs Aston Villa,non-clickbait,0,susunan pemain manchester city vs aston villa,"[3, 8067, 2627, 7937, 4285, 13836, 22295, 10079, 1]",0,0,0
UE Sepakat Perpanjangan Brexit Tanpa Batas Tanggal yang Pasti,non-clickbait,0,ue sepakat perpanjangan brexit batas tanggal,"[3, 13512, 10075, 10766, 8812, 7250, 1009, 3783, 1906, 1]",0,0,0
Sandiaga Uno: Beri Kesempatan Para Menteri untuk Bekerja,non-clickbait,0,sandiaga uno kesempatan menteri,"[3, 9733, 4746, 1553, 1016, 5010, 2788, 1]",0,0,0
"Kucuran Rp7,6 Triliun Dorong Percepatan Infrastruktur 5 Destinasi Pariwisata",non-clickbait,0,kucuran rp triliun dorong percepatan infrastruktur destinasi pariwisata,"[3, 23947, 1913, 5076, 12837, 21994, 14820, 8731, 15186, 6850, 1]",0,0,0
Mkhitaryan Si Pesepak Bola Poliglot,clickbait,1,mkhitaryan si pesepak bola poliglot,"[3, 13098, 30976, 2639, 1487, 2139, 1989, 27044, 2702, 18351, 14110, 1681, 1]",0,0,0
"Hadiri Ajang Bus World Europe, Bos Transjakarta Lirik Bus Listrik Buatan Eropa",non-clickbait,0,hadiri ajang bus world europe bos transjakarta lirik bus listrik buatan eropa,"[3, 5515, 1012, 5296, 3588, 4247, 16947, 4847, 20170, 6983, 3588, 4107, 4994, 2522, 1]",0,0,0
5 Hal 'Lucu' yang Dilakukan Pasangan Setelah Fase Bulan Madu,clickbait,1,lucu pasangan fase madu,"[3, 14987, 3979, 7244, 12824, 1]",0,0,0
Peserta Lintas Alam Punguti Sampah di Pantai Lombok Timur,non-clickbait,0,peserta lintas alam punguti sampah pantai lombok timur,"[3, 4417, 5459, 2938, 22908, 2774, 9439, 3289, 9923, 2102, 1]",0,0,0
Menteri Wishnutama Sebut Peran Bekraf Masih Penting dan Strategis,non-clickbait,0,menteri wishnutama peran bekraf strategis,"[3, 2788, 26410, 29804, 1552, 3064, 3586, 2635, 6709, 1]",0,0,0
4 Mobil Konsep Daihatsu Mejeng di Tokyo Motor Show 2019,non-clickbait,0,mobil konsep daihatsu mejeng tokyo motor show,"[3, 3137, 3929, 29620, 28874, 1523, 5673, 4818, 5981, 1]",0,0,0
Australia Tempatkan Lebih Banyak Imigran di Luar Kota Besar,non-clickbait,0,australia tempatkan imigran kota,"[3, 3421, 1975, 1507, 9768, 1750, 1]",0,0,0
Besok Lahir Kampiun Indonesia Farmel Cup 2019,non-clickbait,0,besok lahir kampiun indonesia farmel cup,"[3, 31068, 2444, 2683, 1012, 1501, 1766, 17133, 1505, 8409, 1]",0,0,0
Pesawat Ini Calon Pengganti Seluruh Jet Tempur Rusia Termasuk Su-57,non-clickbait,0,pesawat calon pengganti jet tempur rusia su,"[3, 2591, 4695, 6513, 7337, 5401, 3090, 1804, 1]",0,0,0
Babak I: Manchester City Ditahan Imbang Aston Villa,non-clickbait,0,babak i manchester city ditahan imbang aston villa,"[3, 3896, 48, 7937, 4285, 9442, 12481, 22295, 10079, 1]",0,0,0
Pedagang Tanah Abang Keluhkan Masih Maraknya Pungli dari Preman,non-clickbait,0,pedagang tanah abang keluhkan maraknya pungli preman,"[3, 5692, 2443, 12741, 9887, 27775, 1487, 30100, 22908, 1924, 26395, 1]",0,0,0
Menparekraf Wishnutama Berharap Dukungan Wamen Angela Tanosoedibjo,non-clickbait,0,menparekraf wishnutama berharap dukungan wamen angela tanosoedibjo,"[3, 1504, 11423, 1551, 2635, 26410, 29804, 1552, 8711, 4444, 25833, 1489, 19233, 1892, 8219, 3099, 1013, 3414, 1]",0,0,0
Peringkat Timnas Futsal Indonesia Melejit,non-clickbait,0,peringkat timnas futsal indonesia melejit,"[3, 4007, 10144, 18383, 1766, 26308, 1]",0,0,0
Wanita Rusia yang Dituduh Sebagai Agen Rahasia Tiba di Moskow,clickbait,1,wanita rusia dituduh agen rahasia moskow,"[3, 2877, 3090, 11042, 6788, 6304, 14285, 1]",0,0,0
Pecinta Modifikasi Virtual Ikut Genio Artwork Competition,non-clickbait,0,pecinta modifikasi virtual genio artwork competition,"[3, 16664, 11176, 12428, 1777, 3525, 3733, 7392, 27931, 1]",0,0,0
BNN Jatim Bekuk Tiga Tersangka Pemilik 4 Kg Sabu saat Naik Bus,non-clickbait,0,bnn jatim bekuk tersangka pemilik kg sabu bus,"[3, 15350, 1010, 20565, 15459, 1028, 14208, 5222, 6881, 22990, 3588, 1]",0,0,0
Embusan Angin di Phillip Island Ingatkan Rossi saat Tampil di Kelas 250cc,non-clickbait,0,embusan angin phillip island ingatkan rossi tampil kelas cc,"[3, 10237, 2603, 5650, 24157, 9161, 15034, 1507, 18906, 3672, 1878, 8638, 1]",0,0,0
Aqua Pamerkan Koleksi Fashion Hasil Daur Ulang Botol di JFW 2020,non-clickbait,0,aqua pamerkan koleksi fashion hasil daur ulang botol jfw,"[3, 25118, 4494, 19385, 1487, 5925, 13277, 2577, 15171, 3883, 12429, 49, 1032, 1030, 1]",0,0,0
Bupati Morowali Lantik 13 Kades di Menkep dan 5 Anggota BPD,non-clickbait,0,bupati morowali lantik kades menkep anggota bpd,"[3, 4585, 24889, 4443, 1012, 11321, 1517, 30649, 1504, 4458, 1029, 2113, 21590, 1]",0,0,0
Ketika Kei Car Dilengkapi Radar dan Kamera Monocular,clickbait,1,kei car dilengkapi radar kamera monocular,"[3, 17083, 2708, 5408, 7977, 7060, 22249, 13922, 1490, 1]",0,0,0
"Bela Arab Saudi, Wapres Pence Nyatakan AS Siap Perang",non-clickbait,0,bela arab saudi wapres pence nyatakan as perang,"[3, 8632, 3170, 7985, 28329, 3523, 2760, 1019, 6580, 1507, 1635, 2183, 1]",0,0,0
Bupati Morowali: Kades Harus Mampu Tingkatkan Kesejahteraan Masyarakat,non-clickbait,0,bupati morowali kades tingkatkan kesejahteraan masyarakat,"[3, 4585, 24889, 4443, 1012, 30649, 2855, 1507, 8764, 2246, 1]",0,0,0
"Atas Nama Cinta, Paman dan Keponakan Cantik Jalin Hubungan Terlarang",clickbait,1,nama cinta paman keponakan cantik jalin hubungan terlarang,"[3, 1769, 4045, 7843, 8979, 8249, 2659, 1498, 2861, 15179, 1]",0,0,0
"Marcus/Kevin Menang Susah Payah Ke Final, Anthony Terjegal",non-clickbait,0,marcus kevin menang susah payah final anthony terjegal,"[3, 17251, 10038, 4774, 15822, 23243, 3771, 12650, 2065, 15204, 1]",0,0,0
Jokowi: Ada 266 Orang Kecewa karena Tak Terpilih Jadi Menteri,non-clickbait,0,jokowi orang kecewa terpilih menteri,"[3, 15071, 1714, 13562, 3776, 2788, 1]",0,0,0
Persiapan Penutupan TMMD ke-106 di Lubuk Jering Terus Digeber,non-clickbait,0,persiapan penutupan tmmd lubuk jering digeber,"[3, 7670, 13417, 14845, 1017, 1006, 14120, 2276, 1529, 2673, 11349, 1]",0,0,0
Stadion UNS Siap Jadi Venue Latihan Tim Piala Dunia U-20,non-clickbait,0,stadion uns venue latihan tim piala dunia u,"[3, 4102, 20160, 4951, 2862, 7087, 1789, 3405, 1935, 60, 1]",0,0,0
PDIP Minta Wamen Maksimal Wujudkan Visi Presiden Jokowi,non-clickbait,0,pdip wamen maksimal wujudkan visi presiden jokowi,"[3, 23157, 25833, 1489, 10145, 7845, 1507, 8639, 2601, 15071, 1]",0,0,0
Penerapan B30 Dinilai Tak Signifikan Tekan Impor BBM,non-clickbait,0,penerapan b dinilai signifikan tekan impor bbm,"[3, 10425, 41, 9074, 5974, 4992, 11122, 21448, 1]",0,0,0
"Berhadiah Jimny, Suzuki Umumkan Pemenang Program MERDEKA",non-clickbait,0,berhadiah jimny suzuki umumkan pemenang program merdeka,"[3, 2096, 20159, 1015, 7552, 3134, 13018, 1978, 1507, 4794, 2607, 6865, 1]",0,0,0
"Tak Dapat Jatah Mendikbud, Ini Respons PP Muhammadiyah",clickbait,1,jatah mendikbud respons pp muhammadiyah,"[3, 22518, 26496, 15597, 6297, 8325, 1]",0,0,0
Menteri Erick Thohir Siap Hapus Aturan Penghambat Kinerja BUMN,non-clickbait,0,menteri erick thohir hapus aturan penghambat kinerja bumn,"[3, 2788, 30860, 30348, 1790, 13746, 1521, 5561, 28514, 9045, 15637, 1]",0,0,0
"Kenakan Jilbab, Siswa Muslim Diskualifikasi dari Lomba Lari",non-clickbait,0,kenakan jilbab siswa muslim diskualifikasi lomba lari,"[3, 18424, 1507, 29794, 4446, 3924, 6962, 4563, 8130, 6220, 9515, 1]",0,0,0
Perlakuan Istimewa Sarri pada Ronaldo,clickbait,1,perlakuan istimewa sarri ronaldo,"[3, 11733, 6986, 2916, 1730, 25154, 1]",0,0,0
Sistem 2-1 Bukan Jaminan Atasi Kemacetan di Jalur Puncak,non-clickbait,0,sistem jaminan atasi kemacetan jalur puncak,"[3, 2279, 12151, 1930, 1012, 20600, 2743, 4639, 1]",0,0,0
JFW 2020 Hadirkan Desain Karakter Film Maleficent: Mistress of Evil,non-clickbait,0,jfw hadirkan desain karakter film maleficent mistress of evil,"[3, 49, 1032, 1030, 5515, 1507, 4289, 3250, 1763, 30747, 2390, 17543, 2077, 25330, 1]",0,0,0
Regis Prograis vs Josh Taylor: Duel Berdarah Raja KO Ringan Super,non-clickbait,0,regis prograis vs josh taylor duel berdarah raja ko ringan super,"[3, 4522, 1018, 2549, 5836, 13836, 13353, 10445, 21640, 8536, 2167, 3040, 5516, 3830, 1]",0,0,0
"Colors Uncensored, Tren Make Up Terkini di Jakarta Fashion Week 2020",non-clickbait,0,colors uncensored tren make up terkini jakarta fashion week,"[3, 25359, 27895, 21382, 1613, 12583, 18104, 2518, 13043, 2647, 13277, 11293, 1]",0,0,0
Pengamat: Duet Wishnutama dan Angela Miliki Manuver Luar Biasa di Pariwisata,non-clickbait,0,pengamat duet wishnutama angela miliki manuver pariwisata,"[3, 10033, 13563, 26410, 29804, 1552, 19233, 14894, 17720, 6850, 1]",0,0,0
Marquez Setuju Kualifikasi Ditunda,non-clickbait,0,marquez setuju kualifikasi ditunda,"[3, 28290, 6924, 6719, 14449, 1]",0,0,0
"Drama Comeback 81 Menit, Jojo Permalukan Axelsen Ke Final",non-clickbait,0,drama comeback menit jojo permalukan axelsen final,"[3, 3462, 18382, 4545, 3115, 3414, 2137, 21926, 31763, 5176, 3771, 1]",0,0,0
Menjajal Jaringan Ngebut Smartfren di Kawasan Wisata Bromo,non-clickbait,0,menjajal jaringan ngebut smartfren kawasan wisata bromo,"[3, 21930, 1767, 1011, 3178, 29965, 1610, 14135, 25731, 1010, 3030, 4380, 27901, 1]",0,0,0
"Terima Telepon Misterius, Keluarga Vietnam Takut Anaknya Korban 'Kontainer 39 Mayat'",clickbait,1,terima telepon misterius keluarga vietnam takut anaknya korban kontainer mayat,"[3, 11249, 6204, 10946, 2565, 5089, 7701, 5233, 4510, 27687, 10966, 1]",0,0,0
Pakar Hukum Tata Negara Sebut Pengangkatan Wamen Sah dan Konstitusional,non-clickbait,0,pakar hukum tata negara pengangkatan wamen sah konstitusional,"[3, 8178, 2552, 4943, 1844, 12467, 25833, 1489, 3256, 12396, 1]",0,0,0
Lima Lapangan dan Akses Jalan Menuju GBT Dibenahi Standar FIFA,non-clickbait,0,lapangan akses jalan gbt dibenahi standar fifa,"[3, 4503, 5377, 2384, 15624, 1009, 1991, 27039, 1012, 4236, 6212, 1]",0,0,0
Fresh Market Bintaro Serahterimakan Puluhan Ruko dan Ratusan Kios,non-clickbait,0,fresh market bintaro serahterimakan puluhan ruko ratusan kios,"[3, 28096, 11581, 9001, 8620, 27780, 2377, 28858, 1487, 9523, 7554, 1016, 7599, 18317, 1]",0,0,0
Truk Dakar Rally Hino Sukses Membetot Perhatian Pengunjung TMS 2019,non-clickbait,0,truk dakar rally hino sukses membetot perhatian pengunjung tms,"[3, 9208, 8015, 1490, 13280, 2563, 20137, 1016, 4400, 1852, 9747, 1009, 4895, 6799, 14845, 1018, 1]",0,0,0
"Gagal Manfaatkan Penalti, Chelsea Dipermalukan Valencia",non-clickbait,0,gagal manfaatkan penalti chelsea dipermalukan valencia,"[3, 4327, 9378, 1507, 11863, 10277, 2116, 26623, 16024, 1]",0,0,0
Performa Pembalap Toro Rosso Terbaik di Latihan Bebas GP Meksiko,non-clickbait,0,performa pembalap toro rosso terbaik latihan bebas gp meksiko,"[3, 14292, 6383, 25270, 13288, 1016, 2911, 7087, 4212, 8158, 5906, 1]",0,0,0
Wishnutama Diminta Kawal Janji Arief Soal KEK Pangandaran dan Cikidang,non-clickbait,0,wishnutama kawal janji arief kek pangandaran cikidang,"[3, 26410, 29804, 1552, 2713, 1493, 10719, 18697, 2058, 25781, 8959, 2508, 1]",0,0,0
Posisi Juventus Terancam Usai Ditahan Imbang Lecce,non-clickbait,0,posisi juventus terancam ditahan imbang lecce,"[3, 2928, 13392, 9719, 9442, 12481, 16865, 3875, 1]",0,0,0
"Ingatkan Bahaya Siber, BSSN Ajak Anak Muda Perkuat Ketahanan Nasional",non-clickbait,0,ingatkan bahaya siber bssn ajak anak muda perkuat ketahanan nasional,"[3, 15034, 1507, 9436, 22405, 18471, 1018, 1010, 14888, 1028, 1942, 2544, 2370, 3249, 15692, 2309, 1]",0,0,0
Dandim 0420/Sarko Berikan Materi Wasbang di Lokasi Persami,non-clickbait,0,dandim sarko materi wasbang lokasi persami,"[3, 19815, 1550, 23511, 1016, 4628, 5865, 1620, 3667, 8335, 1896, 1]",0,0,0
Reus Ingin Messi Main,clickbait,1,reus messi main,"[3, 2072, 1521, 17974, 6626, 1]",0,0,0
"IHSG Diprediksi Lanjutkan Penguatan, Pilih 6 Saham Ini",clickbait,1,ihsg diprediksi lanjutkan penguatan pilih saham,"[3, 15718, 1018, 1014, 19455, 5442, 1507, 20101, 12495, 5219, 1]",0,0,0
"Songkolo, Olahan Ketan Hitam Khas Sulawesi Selatan",non-clickbait,0,songkolo olahan ketan hitam khas sulawesi selatan,"[3, 5464, 9034, 1016, 19725, 19979, 3752, 4119, 4468, 2086, 1]",0,0,0
Opini Publik,clickbait,1,opini publik,"[3, 14060, 4189, 1]",0,0,0
Rusia Luncurkan Kapal Perang Pemecah Es untuk Patroli di Arktik,non-clickbait,0,rusia luncurkan kapal perang pemecah es patroli arktik,"[3, 3090, 30826, 1507, 2448, 2183, 30027, 2896, 13912, 18062, 1]",0,0,0
Pengamat Pertanyakan Kelanjutan Proyek Jalan Berbayar di Jakarta,non-clickbait,0,pengamat kelanjutan proyek jalan berbayar jakarta,"[3, 10033, 13017, 3583, 2384, 21097, 2647, 1]",0,0,0
"Peringkat Kemudahan Berbisnis Stagnan, Kemenkeu Klaim Ada Perbaikan",non-clickbait,0,peringkat kemudahan berbisnis stagnan kemenkeu klaim perbaikan,"[3, 4007, 15868, 27555, 3404, 5543, 1487, 3168, 4458, 1005, 8281, 7720, 1]",0,0,0
Guardiola Akui Manchester City Alami Periode Buruk,non-clickbait,0,guardiola akui manchester city alami periode buruk,"[3, 21566, 3525, 1898, 4384, 1012, 7937, 4285, 5400, 3001, 5576, 1]",0,0,0
Tiga Provokator Bentrokan di Jembatan Bongkaran Tanah Abang Ditangkap,non-clickbait,0,provokator bentrokan jembatan bongkaran tanah abang ditangkap,"[3, 2266, 17323, 1528, 19512, 4892, 30267, 1487, 2443, 12741, 5706, 1]",0,0,0
Pangdam Cenderawasih Buru KKB Penembakan Tiga Tukang Ojek di Intan Jaya,non-clickbait,0,pangdam cenderawasih buru kkb penembakan tukang ojek intan jaya,"[3, 20073, 28150, 14989, 10461, 1013, 14575, 9065, 23531, 14374, 5283, 1]",0,0,0
IHSG Diprediksi Reli di Kisaran 6.187-6.372,non-clickbait,0,ihsg diprediksi reli kisaran,"[3, 15718, 1018, 1014, 19455, 6386, 13976, 1]",0,0,0
